year,district,bach_deg_num,high_school_num,median_HH_income
2005,"Congressional District 3 (109th Congress), Ohio",64614,137614,24879
2005,"Congressional District 4 (109th Congress), Ohio",40458,183426,22492
2005,"Congressional District 5 (109th Congress), Ohio",39924,183001,23764
2005,"Congressional District 6 (109th Congress), Ohio",39192,175639,19268
2005,"Congressional District 7 (109th Congress), Ohio",52604,155623,24915
2005,"Congressional District 8 (109th Congress), Ohio",50446,163211,23995
2005,"Congressional District 9 (109th Congress), Ohio",55361,140248,23246
2005,"Congressional District 10 (109th Congress), Ohio",70767,142174,24233
2005,"Congressional District 11 (109th Congress), Ohio",50618,109174,21115
2005,"Congressional District 12 (109th Congress), Ohio",106329,117520,29271
2005,"Congressional District 13 (109th Congress), Ohio",71332,146010,25254
2005,"Congressional District 14 (109th Congress), Ohio",86193,141437,27167
2005,"Congressional District 15 (109th Congress), Ohio",87009,116381,27307
2005,"Congressional District 16 (109th Congress), Ohio",58271,173992,23075
2005,"Congressional District 17 (109th Congress), Ohio",46022,173644,21501
2005,"Congressional District 18 (109th Congress), Ohio",32929,187655,20217
2005,"Congressional District 1 (109th Congress), Oklahoma",90923,129277,23419
2005,"Congressional District 2 (109th Congress), Oklahoma",44650,172028,17327
2005,"Congressional District 3 (109th Congress), Oklahoma",59064,155906,20260
2005,"Congressional District 4 (109th Congress), Oklahoma",63852,148564,21505
2005,"Congressional District 5 (109th Congress), Oklahoma",82552,115613,21577
2005,"Congressional District 1 (109th Congress), Oregon",111348,109348,27105
2005,"Congressional District 2 (109th Congress), Oregon",68067,142745,21031
2005,"Congressional District 3 (109th Congress), Oregon",90628,117122,23816
2005,"Congressional District 4 (109th Congress), Oregon",68643,138402,20410
2005,"Congressional District 5 (109th Congress), Oregon",84783,119680,23593
2005,"Congressional District 1 (109th Congress), Pennsylvania",35516,140384,17031
2005,"Congressional District 2 (109th Congress), Pennsylvania",58233,113172,21458
2005,"Congressional District 3 (109th Congress), Pennsylvania",58724,188018,20914
2005,"Congressional District 4 (109th Congress), Pennsylvania",89670,156657,25074
2005,"Congressional District 5 (109th Congress), Pennsylvania",48363,189672,19099
2005,"Congressional District 6 (109th Congress), Pennsylvania",105502,139574,31199
2005,"Congressional District 7 (109th Congress), Pennsylvania",103407,125598,31661
2005,"Congressional District 8 (109th Congress), Pennsylvania",95066,153066,31214
2005,"Congressional District 9 (109th Congress), Pennsylvania",41967,211793,20844
2005,"Congressional District 10 (109th Congress), Pennsylvania",55105,191805,21340
2005,"Congressional District 11 (109th Congress), Pennsylvania",52146,192607,20453
2005,"Congressional District 12 (109th Congress), Pennsylvania",45863,209026,19427
2005,"Congressional District 13 (109th Congress), Pennsylvania",82540,154227,29625
2005,"Congressional District 14 (109th Congress), Pennsylvania",62066,140320,20234
2005,"Congressional District 15 (109th Congress), Pennsylvania",77260,164697,26441
2005,"Congressional District 16 (109th Congress), Pennsylvania",73302,155951,25512
2005,"Congressional District 17 (109th Congress), Pennsylvania",56270,192487,25129
2005,"Congressional District 18 (109th Congress), Pennsylvania",90682,158505,25584
2005,"Congressional District 19 (109th Congress), Pennsylvania",68881,183373,25925
2005,"Congressional District 1 (109th Congress), Rhode Island",61509,104210,26090
2005,"Congressional District 2 (109th Congress), Rhode Island",64451,101514,27833
2005,"Congressional District 1 (109th Congress), South Carolina",91329,144787,24296
2005,"Congressional District 2 (109th Congress), South Carolina",93842,126108,25539
2005,"Congressional District 3 (109th Congress), South Carolina",58521,150063,20795
2005,"Congressional District 4 (109th Congress), South Carolina",73646,137459,22617
2005,"Congressional District 5 (109th Congress), South Carolina",52567,155541,20564
2005,"Congressional District 6 (109th Congress), South Carolina",39839,142851,17005
2005,"Congressional District (at Large) (109th Congress), South Dakota",85688,158891,22074
2005,"Congressional District 1 (109th Congress), Tennessee",49734,170944,18738
2005,"Congressional District 2 (109th Congress), Tennessee",73532,145396,21828
2005,"Congressional District 3 (109th Congress), Tennessee",58215,147032,21446
2005,"Congressional District 4 (109th Congress), Tennessee",38701,185954,18435
2005,"Congressional District 5 (109th Congress), Tennessee",78249,121987,25170
2005,"Congressional District 6 (109th Congress), Tennessee",62482,172455,22131
2005,"Congressional District 7 (109th Congress), Tennessee",96524,124287,28062
2005,"Congressional District 8 (109th Congress), Tennessee",38449,164279,19451
2005,"Congressional District 9 (109th Congress), Tennessee",56303,116410,20395
2005,"Congressional District 1 (109th Congress), Texas",51753,139150,18819
2005,"Congressional District 2 (109th Congress), Texas",75606,124112,25317
2005,"Congressional District 3 (109th Congress), Texas",143638,82445,32652
2005,"Congressional District 4 (109th Congress), Texas",67293,147871,22402
2005,"Congressional District 5 (109th Congress), Texas",63035,134711,23508
2005,"Congressional District 6 (109th Congress), Texas",76892,125525,26055
2005,"Congressional District 7 (109th Congress), Texas",146373,78662,36448
2005,"Congressional District 8 (109th Congress), Texas",70494,153774,21951
2005,"Congressional District 9 (109th Congress), Texas",62428,101582,19953
2005,"Congressional District 10 (109th Congress), Texas",122934,114742,29856
2005,"Congressional District 11 (109th Congress), Texas",52427,127142,20061
2005,"Congressional District 12 (109th Congress), Texas",73084,131655,24714
2005,"Congressional District 13 (109th Congress), Texas",51420,123551,20445
2005,"Congressional District 14 (109th Congress), Texas",68744,121629,22138
2005,"Congressional District 15 (109th Congress), Texas",43710,116044,15109
2005,"Congressional District 16 (109th Congress), Texas",45831,93834,15512
2005,"Congressional District 17 (109th Congress), Texas",60161,121066,19604
2005,"Congressional District 18 (109th Congress), Texas",39704,106390,19071
2005,"Congressional District 19 (109th Congress), Texas",51425,112584,18641
2005,"Congressional District 20 (109th Congress), Texas",37571,112208,19335
2005,"Congressional District 21 (109th Congress), Texas",143647,90734,32374
2005,"Congressional District 22 (109th Congress), Texas",111316,109878,31151
2005,"Congressional District 23 (109th Congress), Texas",84517,101618,22016
2005,"Congressional District 24 (109th Congress), Texas",117573,94145,31182
2005,"Congressional District 25 (109th Congress), Texas",48436,106251,15422
2005,"Congressional District 26 (109th Congress), Texas",101541,114650,27146
2005,"Congressional District 27 (109th Congress), Texas",44177,102135,16434
2005,"Congressional District 28 (109th Congress), Texas",37206,126611,17049
2005,"Congressional District 29 (109th Congress), Texas",16140,107881,16901
2005,"Congressional District 30 (109th Congress), Texas",40754,101815,19657
2005,"Congressional District 31 (109th Congress), Texas",87847,118070,26693
2005,"Congressional District 32 (109th Congress), Texas",97590,69878,24567
2005,"Congressional District 1 (109th Congress), Utah",86178,128066,22708
2005,"Congressional District 2 (109th Congress), Utah",101302,112550,22536
2005,"Congressional District 3 (109th Congress), Utah",78872,121113,21515
2005,"Congressional District (at Large) (109th Congress), Vermont",84510,134142,24589
2005,"Congressional District 1 (109th Congress), Virginia",86900,136578,30454
2005,"Congressional District 2 (109th Congress), Virginia",74938,106586,28522
2005,"Congressional District 3 (109th Congress), Virginia",50674,121032,22366
2005,"Congressional District 4 (109th Congress), Virginia",62389,139175,27285
2005,"Congressional District 5 (109th Congress), Virginia",54256,146336,21046
2005,"Congressional District 6 (109th Congress), Virginia",66281,148036,22752
2005,"Congressional District 7 (109th Congress), Virginia",111955,118521,30517
2005,"Congressional District 8 (109th Congress), Virginia",136946,65911,43984
2005,"Congressional District 9 (109th Congress), Virginia",42633,140792,16943
2005,"Congressional District 10 (109th Congress), Virginia",141161,96949,40448
2005,"Congressional District 11 (109th Congress), Virginia",135926,77694,43588
2005,"Congressional District 1 (109th Congress), Washington",121114,93132,32939
2005,"Congressional District 2 (109th Congress), Washington",74745,126731,25697
2005,"Congressional District 3 (109th Congress), Washington",74570,137029,25839
2005,"Congressional District 4 (109th Congress), Washington",53372,114571,20103
2005,"Congressional District 5 (109th Congress), Washington",67518,118343,20117
2005,"Congressional District 6 (109th Congress), Washington",69178,132263,24006
2005,"Congressional District 7 (109th Congress), Washington",139825,74336,29792
2005,"Congressional District 8 (109th Congress), Washington",127675,100423,35645
2005,"Congressional District 9 (109th Congress), Washington",72296,127086,27604
2005,"Congressional District 1 (109th Congress), West Virginia",44042,172184,18487
