GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC04_EST_VC16,HC04_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17
5000900US1225,1225,"Congressional District 25 (109th Congress), Florida",236824,6499,185506,6507,129375,5635,51318,3866,7.7,1.2,5.2,1.1,1.5,0.6,20.2,3.7,4.6,0.9,4.1,1.1,3.0,1.1,7.8,2.4,11.9,1.4,11.1,1.4,7.1,1.4,14.5,3.5,11.8,1.3,11.9,1.5,11.6,1.8,12.0,2.9,16.1,1.5,16.3,1.8,15.6,2.0,16.2,3.1,19.3,1.4,20.0,1.7,22.7,2.0,15.1,3.0,13.4,1.4,14.4,1.8,16.4,2.1,7.1,2.0,10.2,1.1,11.2,1.3,14.5,1.8,5.3,1.6,3.0,0.6,3.5,0.7,4.7,0.9,1.2,0.8,2.2,0.7,2.5,0.8,2.9,0.9,0.6,0.4,48075,1665,51236,1890,60934,2368,31157,3340,60036,2076,64102,2540,73578,2537,40004,2628,23.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.3,(X)
5000900US1301,1301,"Congressional District 1 (109th Congress), Georgia",245573,4943,174153,5422,130797,4783,71420,4103,12.5,1.2,7.5,1.3,2.9,0.8,25.4,2.6,7.0,0.9,4.8,0.9,2.4,0.8,13.2,2.0,13.0,1.0,11.2,1.3,8.9,1.3,18.0,2.5,11.6,1.2,11.3,1.4,10.0,1.5,13.1,2.1,15.7,1.2,16.8,1.6,17.7,1.7,12.9,1.7,17.7,1.2,19.9,1.6,23.0,1.9,10.6,2.1,10.2,1.0,12.8,1.3,15.5,1.7,3.4,1.1,8.1,0.8,10.5,1.0,13.1,1.3,2.3,1.0,2.4,0.6,3.1,0.8,4.0,1.0,0.3,0.3,1.8,0.4,2.2,0.5,2.6,0.6,0.9,0.5,39891,1222,48316,1974,58476,2486,21589,1460,53037,1632,61179,2138,70840,2666,30982,2461,27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X)
5000900US1302,1302,"Congressional District 2 (109th Congress), Georgia",232844,3572,158821,4475,101231,4468,74023,4137,15.9,1.4,11.2,1.2,2.4,0.8,27.1,3.2,9.4,1.2,6.9,1.2,3.4,1.0,15.4,2.5,15.2,1.3,13.3,1.5,9.0,1.7,19.6,2.6,13.4,1.3,13.1,1.5,13.0,1.6,14.6,2.3,13.2,1.0,14.1,1.4,15.9,1.7,10.9,1.9,16.4,1.3,20.4,1.8,26.0,2.4,8.0,2.1,8.4,1.1,10.6,1.4,15.3,2.0,2.5,0.8,5.2,0.7,6.6,0.9,9.7,1.3,1.5,0.8,1.3,0.4,1.8,0.6,2.6,0.8,0.3,0.2,1.4,0.4,2.1,0.5,2.8,0.8,0.1,0.1,32070,1202,40324,1966,54763,2135,17719,1531,44838,1521,53033,2140,67165,3017,25230,1475,30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.9,(X)
5000900US1303,1303,"Congressional District 3 (109th Congress), Georgia",231559,3883,158064,4361,103138,4084,73495,3589,15.5,1.3,10.1,1.4,2.6,1.0,28.7,2.6,9.1,0.9,7.0,1.0,3.1,0.9,14.5,2.0,16.3,1.3,13.4,1.4,9.2,1.5,21.9,2.6,11.2,1.1,10.7,1.3,11.0,1.5,12.2,2.0,15.0,1.3,16.6,1.5,18.3,2.0,11.5,2.1,17.2,1.2,20.9,1.6,26.1,2.0,8.1,1.6,8.0,0.9,10.7,1.3,15.0,1.8,1.6,0.6,6.1,0.7,8.3,1.0,11.6,1.5,1.3,0.5,0.7,0.2,1.0,0.3,1.5,0.5,0.0,0.1,0.9,0.3,1.1,0.4,1.7,0.6,0.2,0.2,32593,1363,42124,1496,54430,1601,16942,751,43400,1233,51573,1820,64269,2640,24512,1279,31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X)
5000900US1304,1304,"Congressional District 4 (109th Congress), Georgia",249052,4893,144292,5342,87660,5203,104760,5272,8.4,1.1,6.6,1.4,1.5,0.6,12.0,2.1,5.0,0.9,3.4,0.9,0.7,0.4,7.2,1.7,10.6,1.2,8.5,1.5,6.2,1.6,14.4,2.2,11.9,1.3,10.6,1.6,7.9,1.5,14.9,2.5,16.2,1.4,13.3,1.8,10.8,1.8,20.5,2.5,19.0,1.7,21.2,2.0,20.3,2.3,14.7,2.2,11.4,1.6,12.9,2.1,17.4,3.0,8.2,1.9,9.8,1.1,13.1,1.6,19.2,2.1,5.0,1.6,4.2,0.9,5.5,1.0,8.1,1.5,1.7,0.6,3.5,0.5,4.9,0.8,8.0,1.3,1.5,0.6,47629,2134,58741,2672,77818,2913,35596,1165,63493,1640,74151,2510,95148,2963,46105,2539,32.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X)
5000900US1305,1305,"Congressional District 5 (109th Congress), Georgia",266764,5997,126499,4501,68798,4027,140265,5727,11.5,1.1,10.0,1.6,1.9,0.9,13.6,1.7,7.6,1.2,6.4,1.7,1.4,0.7,8.8,1.6,11.3,1.1,12.0,1.7,6.2,1.5,10.9,1.3,10.8,1.3,11.2,1.8,9.0,2.2,11.3,1.8,14.4,1.2,11.9,1.6,10.0,2.1,16.8,1.9,15.6,1.5,12.7,2.0,15.1,2.7,17.0,2.0,10.7,1.2,11.7,2.2,16.7,3.4,9.5,1.4,8.6,1.0,9.9,1.4,15.5,2.5,7.1,1.2,3.7,0.7,5.2,1.0,8.7,1.8,2.4,0.7,5.8,0.9,8.9,1.6,15.5,2.6,2.8,0.8,42722,1764,47395,3462,84829,5376,39458,2281,69261,3000,85149,5518,127024,8284,53563,2528,26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.0,(X)
5000900US1306,1306,"Congressional District 6 (109th Congress), Georgia",263954,5528,195978,4786,165227,5016,67976,4432,2.8,0.6,1.6,0.5,1.1,0.5,6.7,1.7,1.8,0.4,1.0,0.4,0.4,0.3,4.5,1.2,5.5,0.9,3.3,0.7,2.4,0.6,11.8,2.5,7.0,0.8,6.1,0.9,4.4,0.9,11.2,2.3,12.2,1.4,9.5,1.3,8.4,1.3,18.8,3.0,18.7,1.3,17.1,1.4,15.5,1.4,23.8,3.1,14.9,1.3,16.4,1.5,17.0,1.7,10.1,2.2,18.1,1.1,21.0,1.3,23.1,1.5,8.6,1.9,8.6,0.9,10.7,1.2,12.4,1.4,2.3,1.1,10.4,0.9,13.2,1.3,15.3,1.4,2.3,0.9,78967,3266,92186,2971,101073,3064,47388,2913,103414,3312,118237,4415,128537,4813,58082,3270,25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.5,(X)
5000900US1307,1307,"Congressional District 7 (109th Congress), Georgia",272660,5148,216355,5471,182393,5423,56305,3632,3.9,0.7,2.6,0.7,1.5,0.6,9.4,2.0,2.4,0.5,2.0,0.6,1.1,0.4,4.4,1.1,6.0,1.0,4.8,0.8,3.4,0.8,13.1,3.2,8.7,1.0,7.4,0.9,5.6,0.8,14.3,3.1,13.7,1.3,12.0,1.2,10.8,1.2,20.0,3.1,22.5,1.5,22.6,1.6,23.1,1.7,20.7,3.4,17.1,1.4,18.9,1.7,20.4,1.9,9.5,2.0,16.6,1.3,19.1,1.5,21.9,1.7,6.1,1.7,5.3,0.8,6.2,1.0,7.0,1.2,1.5,0.7,3.8,0.5,4.5,0.6,5.2,0.7,1.0,0.6,67004,2059,73654,1990,80802,1899,41487,1849,79717,2033,86752,2501,94144,2728,49761,2986,23.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.4,(X)
5000900US1308,1308,"Congressional District 8 (109th Congress), Georgia",269845,4798,204465,4956,162627,5507,65380,3841,5.5,0.8,3.6,0.7,1.4,0.5,12.8,2.5,4.3,0.6,2.5,0.6,1.6,0.6,10.3,2.2,8.7,0.9,6.4,0.9,4.7,1.0,16.4,2.2,10.6,1.0,9.0,1.1,7.7,1.1,17.0,3.0,15.0,1.1,14.9,1.2,13.9,1.3,16.5,2.6,22.5,1.4,23.9,1.5,24.4,1.5,15.9,2.5,14.6,0.9,17.4,1.2,20.0,1.5,5.2,1.4,12.8,1.0,15.3,1.2,18.1,1.4,3.8,1.2,3.4,0.6,4.2,0.7,4.8,0.8,1.1,0.6,2.5,0.4,3.0,0.6,3.5,0.7,0.9,0.6,55305,2023,63470,2384,71291,1531,30617,2541,67027,1492,75000,1872,82565,2206,39015,2558,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X)
5000900US1309,1309,"Congressional District 9 (109th Congress), Georgia",268497,4224,200244,4924,158484,5150,68253,3909,8.9,0.8,5.4,1.0,2.8,1.0,21.3,2.6,6.7,0.8,5.1,0.9,3.5,0.8,12.9,1.9,12.9,1.2,10.6,1.2,7.4,1.1,18.8,2.6,13.3,1.3,11.5,1.3,9.9,1.4,18.2,2.8,15.4,1.4,16.2,1.7,16.5,1.9,13.0,2.3,19.4,1.5,22.7,1.7,25.7,1.8,9.0,2.2,11.3,1.1,13.5,1.5,16.2,1.7,3.4,1.0,7.7,0.9,9.5,1.0,11.2,1.3,2.5,1.1,2.4,0.5,3.0,0.7,3.8,0.9,0.4,0.2,2.0,0.4,2.4,0.5,2.9,0.6,0.7,0.6,42820,1612,50938,1847,58512,2486,22844,2142,55593,1977,62943,2280,70727,2645,31748,3112,21.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X)
5000900US1310,1310,"Congressional District 10 (109th Congress), Georgia",267616,3942,203362,4897,162745,4454,64254,3341,7.4,0.8,4.5,0.8,2.0,0.6,18.3,2.6,4.7,0.6,3.2,0.7,1.9,0.6,10.6,2.2,12.1,1.1,10.2,1.1,7.7,1.1,19.6,2.7,12.2,0.9,11.7,1.0,10.9,1.1,13.7,2.0,17.6,1.3,18.4,1.5,18.6,1.6,15.9,2.3,20.8,1.2,22.3,1.4,24.6,1.7,13.7,2.4,11.6,1.1,13.6,1.3,15.1,1.5,4.6,1.4,9.5,0.8,11.3,1.1,13.5,1.3,2.3,0.8,2.0,0.4,2.3,0.5,2.8,0.6,0.8,0.4,2.0,0.4,2.5,0.5,2.9,0.5,0.5,0.4,45844,1338,51919,1458,58674,1975,25741,1214,58053,1207,64487,1419,71126,1646,34342,1601,26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.9,(X)
5000900US1311,1311,"Congressional District 11 (109th Congress), Georgia",247501,5274,170468,5239,116108,4366,77033,4650,10.2,1.2,7.8,1.3,3.0,1.0,16.8,2.6,7.9,1.1,6.1,1.1,3.4,0.9,12.3,2.3,13.3,1.2,11.1,1.3,8.2,1.2,18.9,2.8,13.5,1.3,13.1,1.3,12.0,1.3,15.2,2.7,16.6,1.3,18.2,1.6,18.3,1.9,13.5,2.1,19.6,1.4,21.3,1.8,26.4,2.4,13.2,2.0,9.0,0.9,10.1,1.2,12.8,1.6,5.9,1.4,7.3,1.0,8.7,1.3,11.0,1.5,3.7,1.5,1.7,0.4,2.3,0.6,3.3,0.8,0.2,0.2,1.0,0.4,1.3,0.5,1.7,0.7,0.3,0.4,39723,1563,45160,1646,53651,1942,26463,2403,50022,1520,55880,2099,65890,2633,34875,2172,32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X)
5000900US1312,1312,"Congressional District 12 (109th Congress), Georgia",244364,3802,152732,4115,96745,4571,91632,4000,15.9,1.3,9.0,1.2,1.7,0.7,29.1,2.5,7.5,0.8,4.6,0.9,2.1,0.7,12.3,1.8,15.0,1.2,14.3,1.7,9.9,1.6,17.7,2.0,12.1,1.2,10.8,1.4,10.1,1.4,13.2,1.9,16.8,1.1,19.4,1.6,20.0,1.9,13.0,2.0,17.8,1.2,21.5,1.7,27.4,2.1,10.2,1.9,7.4,0.9,10.2,1.4,14.3,2.0,2.2,0.8,4.7,0.7,6.4,1.1,9.3,1.5,1.6,0.6,1.7,0.4,2.3,0.6,3.2,0.8,0.5,0.3,1.0,0.3,1.4,0.5,2.0,0.7,0.3,0.2,34455,1570,43864,1641,54308,2327,19805,1877,43728,1334,52721,1985,65097,2657,26995,1247,26.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.9,(X)
5000900US1313,1313,"Congressional District 13 (109th Congress), Georgia",260049,5439,179923,4900,107954,4800,80126,4996,7.0,1.0,5.6,1.1,2.1,0.8,11.6,2.0,5.0,0.9,4.0,1.1,1.8,0.7,9.0,1.7,12.7,1.2,12.1,1.5,8.4,1.5,15.4,2.5,14.8,1.2,13.8,1.4,10.2,1.5,18.7,2.5,19.2,1.8,18.6,2.1,16.8,2.1,19.8,3.1,19.9,1.4,19.7,1.8,23.7,2.2,16.7,2.5,11.7,1.2,14.2,1.5,19.5,2.1,5.1,1.3,7.0,1.0,8.6,1.3,12.1,1.7,3.0,1.0,2.0,0.5,2.6,0.7,3.9,1.1,0.6,0.4,0.7,0.3,0.9,0.3,1.4,0.5,0.1,0.1,42955,1641,46168,2028,60941,2843,32089,1606,52241,1577,56509,1860,68641,2467,37940,1800,26.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X)
5000900US1501,1501,"Congressional District 1 (109th Congress), Hawaii",223708,3421,151190,4531,111792,3939,72518,3069,7.7,1.1,4.3,1.0,2.3,0.8,15.6,2.5,4.5,0.7,2.8,0.6,2.1,0.6,8.3,1.7,8.2,1.0,5.9,1.0,3.8,1.0,14.1,2.0,9.0,0.9,7.9,1.0,6.3,1.0,12.6,2.1,14.3,1.2,13.7,1.4,12.6,1.6,16.5,2.2,19.9,1.4,20.2,1.5,20.1,2.0,17.6,2.3,12.9,1.2,15.7,1.6,17.1,1.8,6.3,1.3,15.3,1.1,19.3,1.6,23.2,1.9,6.0,1.3,5.0,0.6,6.4,0.8,7.6,1.0,2.0,0.8,3.2,0.6,3.8,0.7,4.9,0.9,1.0,0.7,57353,2276,69278,3180,78472,2917,34190,3369,71364,2070,82283,2801,92128,3217,44585,2460,23.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.0,(X)
5000900US1502,1502,"Congressional District 2 (109th Congress), Hawaii",206299,3440,154599,4146,117874,4175,51700,3322,5.0,0.7,3.7,0.7,1.4,0.4,12.3,1.8,4.8,0.7,3.1,0.6,1.7,0.6,10.1,2.2,7.3,0.9,6.1,1.0,4.6,0.9,11.7,2.1,10.1,0.9,9.4,1.1,8.0,1.0,14.5,2.1,15.2,1.3,14.5,1.4,13.5,1.5,17.1,2.9,20.9,1.3,22.0,1.7,22.3,1.9,17.8,2.8,14.6,1.2,16.4,1.5,18.8,1.8,6.7,1.4,13.9,1.3,16.1,1.7,18.6,2.0,6.2,1.8,5.0,0.7,5.2,0.7,6.5,1.0,2.4,1.0,3.2,0.5,3.6,0.6,4.6,0.8,1.2,0.6,58931,2476,64298,2121,72428,2864,35833,1883,72193,1663,77855,1972,87064,2471,47649,2576,26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.5,(X)
5000900US1601,1601,"Congressional District 1 (109th Congress), Idaho",276286,3335,194818,3775,157654,4408,81468,3510,7.7,0.9,3.7,0.7,1.8,0.5,18.2,2.5,6.7,0.7,4.2,0.7,2.6,0.7,13.9,1.7,13.6,1.0,11.2,1.1,8.4,0.9,21.7,2.2,12.8,1.0,11.5,1.0,10.3,1.0,14.2,1.9,17.4,1.1,19.0,1.3,18.7,1.3,13.6,1.9,21.4,1.2,24.9,1.4,27.4,1.7,12.0,1.7,11.1,0.9,13.8,1.3,16.5,1.5,3.5,0.7,6.6,0.7,8.3,1.0,9.9,1.1,2.1,0.7,1.3,0.3,1.6,0.4,2.0,0.5,0.4,0.3,1.4,0.3,1.9,0.4,2.2,0.5,0.3,0.2,42847,1175,50314,1223,55879,1130,23054,1215,52177,1355,60031,1760,66453,1835,30996,1544,19.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.0,(X)
5000900US1602,1602,"Congressional District 2 (109th Congress), Idaho",255849,3175,177412,4136,141813,4728,78437,3544,8.7,0.9,5.3,0.9,2.4,0.6,18.4,2.3,6.7,0.8,4.8,0.8,2.9,0.7,12.1,1.8,14.5,1.1,12.1,1.3,9.9,1.1,19.9,2.8,13.9,1.1,13.2,1.2,12.0,1.2,15.8,2.5,17.5,1.1,18.2,1.3,19.4,1.4,15.2,2.2,19.5,1.2,22.5,1.5,25.1,1.6,11.3,1.8,9.8,0.8,12.2,1.0,14.1,1.3,4.0,1.2,6.1,0.6,7.5,0.7,8.9,0.8,2.4,0.9,1.7,0.4,2.2,0.5,2.7,0.6,0.4,0.3,1.6,0.3,2.0,0.4,2.5,0.5,0.5,0.3,39978,1393,47206,1427,52780,1770,24765,1877,51278,2080,58681,2640,65528,3322,32378,1717,21.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.0,(X)
5000900US1701,1701,"Congressional District 1 (109th Congress), Illinois",231785,6237,152639,6312,81523,4641,79146,5100,16.1,1.4,11.7,1.5,2.8,1.3,25.6,2.7,7.3,1.0,5.4,1.0,1.9,0.8,11.5,2.3,12.4,1.1,10.4,1.5,5.9,1.3,16.2,2.0,11.8,1.4,10.4,1.4,7.2,2.0,14.6,2.8,13.2,1.3,14.0,1.5,14.2,1.9,13.0,2.2,17.1,1.5,18.5,1.7,22.0,2.3,13.1,2.5,9.7,1.0,12.4,1.4,18.0,2.5,3.8,0.9,8.7,1.2,12.3,1.8,19.5,3.1,1.3,0.6,2.5,0.6,3.4,0.9,5.2,1.3,0.5,0.3,1.3,0.4,1.7,0.5,3.2,1.0,0.4,0.2,37327,2119,47491,2773,70861,2711,22690,2096,50738,1916,60265,2741,81752,4009,30387,1525,33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X)
5000900US1702,1702,"Congressional District 2 (109th Congress), Illinois",235207,5829,161696,6627,87353,4841,73511,5185,12.1,1.3,9.3,1.4,2.8,1.0,20.6,3.3,5.8,0.9,4.6,1.0,2.3,0.9,8.9,1.8,12.7,1.2,10.5,1.4,7.5,1.6,18.2,2.2,11.4,1.3,10.4,1.7,7.4,1.7,14.4,2.6,14.8,1.2,15.5,1.5,15.7,2.2,14.3,2.7,19.8,1.7,21.2,2.0,23.0,3.0,14.5,3.4,12.0,1.3,14.2,1.8,20.3,2.9,5.3,1.8,8.9,1.1,11.2,1.5,15.9,2.3,3.2,1.2,1.4,0.4,2.0,0.6,3.4,1.1,0.2,0.2,0.9,0.3,1.1,0.4,1.7,0.6,0.3,0.3,42594,1667,49705,2360,65217,2819,26731,3133,51918,1525,58447,2138,72997,3193,34295,2188,36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
5000900US1703,1703,"Congressional District 3 (109th Congress), Illinois",229611,6592,156326,5661,113379,4602,73285,4162,7.0,1.2,4.9,1.3,1.4,0.6,14.3,2.5,6.4,0.9,2.8,0.7,1.8,0.7,13.4,2.0,10.8,1.2,7.7,1.3,6.0,1.1,17.5,2.4,11.1,1.4,10.2,1.7,9.5,1.7,12.5,1.8,15.2,1.2,15.7,1.6,14.1,1.7,14.5,2.2,19.9,1.4,22.0,1.7,22.6,1.7,15.4,2.4,11.8,1.1,14.4,1.4,17.1,1.7,5.7,1.1,11.6,1.1,14.2,1.4,17.2,1.8,4.8,1.7,3.5,0.6,4.8,0.9,5.7,1.2,0.8,0.4,2.6,0.5,3.4,0.7,4.5,1.0,1.0,0.6,49286,2205,60007,2057,69179,3015,28900,3811,64058,2342,73963,2739,84702,3542,40622,3500,27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X)
5000900US1704,1704,"Congressional District 4 (109th Congress), Illinois",189658,5914,136803,5454,86014,5086,52855,4574,10.1,1.4,8.6,1.7,4.9,1.7,19.4,3.6,6.8,1.2,6.0,1.3,4.5,1.4,8.0,1.8,14.9,1.8,15.3,2.1,13.7,2.4,16.3,3.3,14.2,1.9,15.4,2.1,13.6,2.4,12.9,3.6,16.2,2.0,15.9,2.2,16.6,2.8,12.9,2.5,18.8,1.7,19.6,2.2,23.1,2.7,14.1,2.3,8.2,1.3,8.6,1.7,10.0,2.2,6.3,1.7,7.2,1.2,7.0,1.5,8.5,2.0,6.9,2.5,1.9,0.5,1.8,0.6,2.6,0.8,2.0,0.9,1.7,0.4,1.8,0.5,2.7,0.8,1.2,0.6,38497,2613,40016,2986,46829,3047,29362,4115,51136,2175,52266,2887,60987,3630,42419,2981,34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X)
5000900US1705,1705,"Congressional District 5 (109th Congress), Illinois",247637,6723,138794,5846,99731,4464,108843,5703,7.3,1.0,4.7,1.2,2.7,0.9,11.5,1.7,5.2,0.8,3.7,1.1,1.4,0.5,8.2,1.4,10.1,1.1,7.2,1.2,5.6,1.3,13.8,1.9,10.5,1.5,8.7,1.6,7.3,1.6,13.0,2.4,14.2,1.2,13.1,1.6,13.8,2.0,14.7,1.8,19.3,1.4,21.9,1.8,22.2,2.1,16.6,2.0,11.3,1.0,13.8,1.5,15.3,1.7,7.5,1.6,13.0,1.0,15.8,1.4,17.5,1.7,8.2,1.5,4.3,0.7,5.0,0.9,6.5,1.2,3.3,0.8,4.9,0.8,6.1,1.1,7.7,1.5,3.2,0.9,52939,2029,63924,2428,71854,2670,38066,3361,73450,2674,84894,3871,96440,5022,56735,3632,29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X)
5000900US1706,1706,"Congressional District 6 (109th Congress), Illinois",230587,5534,166237,5579,135422,5034,64350,4234,2.8,0.6,1.1,0.4,0.5,0.3,7.9,2.1,3.2,0.6,1.7,0.6,0.8,0.5,7.2,1.6,6.8,0.9,4.4,1.0,3.5,0.9,13.4,1.9,8.7,0.9,6.7,1.1,4.5,1.0,13.6,1.9,13.8,1.2,11.1,1.3,10.3,1.4,21.1,3.0,21.2,1.4,20.9,1.8,19.5,1.8,22.0,2.5,15.6,1.3,18.4,1.6,19.9,1.7,8.2,1.9,17.1,1.1,22.0,1.6,25.0,1.8,4.1,1.1,6.2,0.8,7.8,1.0,8.9,1.0,1.3,0.6,4.6,0.7,5.8,0.9,7.1,1.2,1.3,0.8,67096,1743,79886,2202,87189,2664,40295,2769,82914,2102,94815,2416,103491,2964,50275,4706,24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X)
5000900US1707,1707,"Congressional District 7 (109th Congress), Illinois",249152,6673,135537,5368,74858,3731,113615,5693,13.8,1.3,8.0,1.3,2.0,0.8,21.5,2.4,6.4,0.9,5.5,1.3,2.6,0.9,7.9,1.4,10.6,1.3,11.5,2.0,5.8,1.7,10.1,1.6,11.0,1.2,12.1,1.9,7.7,1.7,9.8,1.6,12.9,1.3,13.1,1.8,10.3,2.3,13.0,2.0,16.3,1.4,15.7,1.9,18.0,2.6,16.0,2.0,9.6,1.1,9.7,1.3,13.1,1.8,8.9,1.6,9.7,1.0,11.4,1.4,18.3,2.4,7.1,1.5,4.1,0.7,4.8,0.8,8.0,1.4,3.2,1.3,5.6,0.7,8.2,1.3,14.3,2.1,2.5,0.7,44231,2104,49734,3487,81643,5496,35604,2653,69772,3196,81765,5128,118528,8097,53852,4315,33.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X)
